DesignName,L/B_SynthWns,L/P_SynthWns,L/B_PlaceWns,L/P_PlaceWns,L/B_RouteWns,L/P_RouteWns,PATH_TYPE,REQUIREMENT,PATH_DELAY,LOGIC_DELAY,NET_DELAY,SKEW,WNS,ClockRelationship,LOGIC_LEVELS,LOGICAL_PATH,STARTPOINT_CLOCK,ENDPOINT_CLOCK,STARTPOINT_PIN,ENDPOINT_PIN,COMB_DSP,DOA_REG,DOB_REG,MREG,PREG,BRAM_CROSSINGS,DSP_CROSSINGS,IO_CROSSINGS,CONFIG_CROSSINGS,SLR_CROSSINGS,BOUNDING_BOX_SIZE,CLOCK_REGION_DISTANCE,PBLOCKS,HIGH_FANOUT,CUMULATIVE_FANOUT,DONT_TOUCH,MARK_DEBUG,FIXED_LOC,FIXED_ROUTE,HOLD_FIX_DETOUR,COMBINED_LUT_PAIRS,End Point Clock,clk,INITWNS,PLACEWNS,PREROUTEWNS,ROUTEWNS,WNSDIFF,ROUTEWNSDIFF,PREROUTEWHS,ROUTEWHS,PREROUTETHS,ROUTETHS,WHSDIFF,THSDIFF,DP_STARTWL,DP_ENDWL,% WLVAR,NORTHPLACECONG,NORTHROUTECONG,NORTHCONGDIFF,SOUTHPLACECONG,SOUTHROUTECONG,SOUTHCONGDIFF,EASTPLACECONG,EASTROUTECONG,EASTCONGDIFF,WESTPLACECONG,WESTROUTECONG,WESTCONGDIFF,CLK,ArpIcmpTop_clk,fft_gen_top_clk,oam_clk_0,oam_clk_1,oam_clk_10,oam_clk_11,oam_clk_12,oam_clk_13,oam_clk_14,oam_clk_15,oam_clk_16,oam_clk_17,oam_clk_2,oam_clk_3,oam_clk_4,oam_clk_5,oam_clk_6,oam_clk_7,oam_clk_8,oam_clk_9,MMCME2_ADV_inst_n_6_BUFG_inst_n_0,input_paths,ref_clk_in,**async_default**,TcpIp6Top_clk,clock,proc_clk_pin,rx_clk_pin,sys_clk_pin,tx_clk_pin,filter_clk,multi_lut_clk,ram_clk,s1_clk,chip_n_clk_pad,hydra_clk1,i_clk,i_clock,i_sdclock_25,i_sdclock_50,i_sd_clock,clk_mmcm,**default**,clkout1,clkout2,clkout0,apb_clock,FSL_Clk,ClkVfag,clk0_sys,clk10_rx,clk10_sys,clk11_sys,clk12_sys,clk13_sys,clk14_sys,clk15_sys,clk16_sys,clk17_sys,clk18_sys,clk19_sys,clk1_sys,clk2_sys,clk3_sys,clk4_sys,clk5_sys,clk6_sys,clk7_sys,clk8_sys,clk9_sys,clk_core,clk_mrisc,XCLK,clk1x,clk2x,mii_rxc,pif_clk,sonet_rxc,sonet_txc,core_clk,pipe_clk,pci_clk,tck,mrx_clk_pad_i,mtx_clk_pad_i,clk_int,mclk_i,PAD_MEM_CLK,clk_channel_i,clk_proc_i,iwb_clk_i,TS_clock,aclk,CLK_33,global_90_mhz,p_sys_pll_ref_clk,pad_clk106,clk_tick,TxTop,WRAPPER_CLOCK,rx_clk,clock_54
pc_cfr_k7,1.385,1.000,0.773,1.000,0.813,1.000,HOLD,0.00000,0.15100,0.048(32%),0.103(68%),0.09300,0.02900,Safely Timed,0,FDRE->RAMB18E2,aclk,aclk,FDRE/C,RAMB18E2/DINBDIN[12],0,0,0,0,0,1,0,0,0,0,0%x0%,"0,0",0,1,1,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-0.10500,0.03000,-6.16100,0.00000,0.13500,6.16100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,855,-,-,-,-,-,-,-,-,-
pc_cfr_k7,1.385,1.000,0.773,1.000,0.813,1.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.00004,0.000052,23.07692308,1,0,-1,0,0,0,0,1,1,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
respect,1.182,1.000,0.943,1.000,0.968,1.000,SETUP,4.71900,4.80200,2.137(45%),2.665(55%),-0.25300,-0.31300,Safely Timed,14,FDCE->LUT6->CARRY8->LUT6->LUT2->LUT6->LUT6->LUT2->LUT6->LUT2->CARRY8->CARRY8->LUT6->CARRY8->LUT4->FDCE,CLK_33,CLK_33,FDCE/C,FDCE/D,0,0,0,0,0,1,1,0,0,0,7%x1%,"1,0",0,229,462,0,0,0,0,0,2,-,-,-1.23800,-0.20800,-0.25840,-0.31100,-0.05040,-0.05260,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
respect,1.182,1.000,0.943,1.000,0.968,1.000,HOLD,0.00000,0.15800,0.049(32%),0.109(68%),0.10200,0.02700,Safely Timed,0,FDCE->RAMB36E2,CLK_33,CLK_33,FDCE/C,RAMB36E2/DINADIN[9],0,0,0,0,0,1,0,0,0,0,1%x0%,"0,0",0,2,2,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-0.13200,0.03000,-4.31900,0.00000,0.16200,4.31900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2551,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,76,-,-,-,-,-,-,-,-
respect,1.182,1.000,0.943,1.000,0.968,1.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.000056,0.000056,0,1,1,0,1,0,-1,1,0,-1,1,0,-1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
cruncher,1.073,1.000,1.030,1.000,1.047,1.000,SETUP,4.30000,4.14400,0.795(20%),3.349(80%),-0.38300,-0.20200,Safely Timed,6,FDRE->LUT6->LUT6->LUT5->LUT4->LUT4->LUT4->FDRE,global_90_mhz,global_90_mhz,FDRE/C,FDRE/D,0,0,0,0,0,3,3,3,0,0,7%x4%,"1,0",0,1024,1036,0,0,0,0,0,1,-,-,-0.30000,-0.56400,-0.41710,-0.16000,0.14690,0.25710,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
cruncher,1.073,1.000,1.030,1.000,1.047,1.000,HOLD,0.00000,0.15900,0.063(40%),0.096(60%),0.08300,0.02000,Safely Timed,1,FDRE->LUT4->FDRE,global_90_mhz,global_90_mhz,FDRE/C,FDRE/D,0,0,0,0,0,0,0,0,0,0,0%x0%,"0,0",0,6,7,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-0.07300,0.02100,-0.43700,0.00000,0.09400,0.43700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-
cruncher,1.073,1.000,1.030,1.000,1.047,1.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.000029,0.00003,3.333333333,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dolphin,1.186,1.000,0.962,1.020,1.011,1.019,SETUP,4.99000,6.45500,2.850(45%),3.605(55%),-0.14000,-1.72400,Safely Timed,15,FDRE->LUT2->CARRY8->CARRY8->LUT3->CARRY8->CARRY8->LUT3->LUT5->LUT4->LUT5->CARRY8->CARRY8->CARRY8->CARRY8->LUT4->FDSE,clk,clk,FDRE/C,FDSE/S,0,0,0,0,0,0,0,0,0,0,2%x2%,"0,0",0,18,54,0,0,0,0,0,0,-,-,-1.98500,-1.48600,-1.58790,-1.72200,-0.10190,-0.13410,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dolphin,1.186,1.000,0.962,1.020,1.011,1.019,HOLD,0.00000,0.17400,0.078(45%),0.096(55%),0.08900,0.02900,Safely Timed,1,FDRE->LUT6->FDRE,clk,clk,FDRE/C,FDRE/D,0,0,0,0,0,0,0,0,0,0,0%x0%,"0,0",0,5,6,0,0,0,0,0,0,0,187,-,-,-,-,-,-,-0.10000,0.03000,-7.54300,0.00000,0.13000,7.54300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dolphin,1.186,1.000,0.962,1.020,1.011,1.019,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.00004,0.000041,2.43902439,1,1,0,1,0,-1,1,1,0,0,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ares_core,1.091,1.000,1.027,1.000,0.972,1.000,SETUP,3.00000,3.56600,1.270(36%),2.296(64%),-0.25100,-0.79200,Safely Timed,8,FDCE->CARRY8->CARRY8->CARRY8->LUT1->CARRY8->LUT4->LUT5->LUT6->FDCE,p_sys_pll_ref_clk,p_sys_pll_ref_clk,FDCE/C,FDCE/D,0,0,0,0,0,3,1,0,0,0,5%x1%,"1,0",0,36,63,0,0,0,0,0,1,-,-,-1.81900,-0.81900,-0.94920,-0.79500,-0.13020,0.15420,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ares_core,1.091,1.000,1.027,1.000,0.972,1.000,HOLD,0.00000,0.12500,0.125(100%),0.000(0%),0.00000,0.00500,Safely Timed,0,SRLC32E->SRL16E,p_sys_pll_ref_clk,p_sys_pll_ref_clk,SRLC32E/CLK,SRL16E/D,0,0,0,0,0,0,0,0,0,0,0%x0%,"0,0",0,1,1,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-0.08200,-0.00400,-3.42000,-0.01000,0.07800,3.41000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,689,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,256,-,-,-,-,-,-
ares_core,1.091,1.000,1.027,1.000,0.972,1.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.000047,0.000046,-2.173913043,2,0,-2,1,1,0,1,0,-1,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lesspins,1.170,1.000,1.008,1.000,1.022,1.000,SETUP,4.47000,5.80700,4.895(85%),0.912(15%),-0.41300,-2.09500,Safely Timed,11,FDCE->DSP_A_B_DATA->DSP_PREADD_DATA->DSP_MULTIPLIER->DSP_M_DATA->DSP_ALU->DSP_OUTPUT->DSP_ALU->DSP_OUTPUT->DSP_ALU->DSP_OUTPUT->DSP_ALU->DSP_OUTPUT,ref_clk_in,ref_clk_in,FDCE/C,DSP_OUTPUT/ALU_OUT[0],11,0,0,0,1,1,2,1,0,0,8%x3%,"1,0",0,25,20,0,0,0,0,0,0,-,-,-1.64300,-2.12700,-2.12590,-2.09500,0.00110,0.03090,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lesspins,1.170,1.000,1.008,1.000,1.022,1.000,HOLD,0.00000,0.17400,0.080(46%),0.094(54%),0.10300,0.01500,Safely Timed,1,FDCE->LUT5->FDCE,ref_clk_in,ref_clk_in,FDCE/C,FDCE/D,0,0,0,0,0,0,1,0,0,0,1%x0%,"0,0",0,1,2,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-0.09700,0.01600,-0.95500,0.00000,0.11300,0.95500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lesspins,1.170,1.000,1.008,1.000,1.022,1.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.000057,0.000056,-1.785714286,3,1,-2,2,1,-1,1,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
hydra,0.907,1.000,0.896,1.000,0.990,1.000,SETUP,4.76000,5.38300,1.203(23%),4.180(77%),-0.19300,-0.89800,Safely Timed,12,FDPE->LUT6->MUXF7->LUT6->LUT5->CARRY8->LUT3->LUT6->MUXF7->LUT6->LUT6->LUT5->LUT6->FDCE,pad_clk106,pad_clk106,FDPE/C,FDCE/CE,0,0,0,0,0,0,3,0,0,0,5%x3%,"0,1",0,75,124,0,0,0,0,0,1,-,-,-1.61000,-0.42800,-0.42130,-0.89300,0.00670,-0.47170,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
hydra,0.907,1.000,0.896,1.000,0.990,1.000,HOLD,0.00000,0.14700,0.048(33%),0.099(67%),0.07200,0.01900,Safely Timed,0,FDCE->FDCE,pad_clk106,pad_clk106,FDCE/C,FDCE/D,0,0,0,0,0,0,0,0,0,0,0%x0%,"0,0",0,2,2,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-0.06800,0.02000,-0.38500,0.00000,0.08800,0.38500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,173,-,-,-,-,-
hydra,0.907,1.000,0.896,1.000,0.990,1.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.000035,0.000036,2.777777778,3,1,-2,2,1,-1,3,2,-1,1,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
karma,1.265,1.000,1.117,1.000,0.987,1.000,SETUP,1.90000,2.37400,0.387(17%),1.987(83%),-0.24000,-0.69000,Safely Timed,3,FDCE->LUT4->LUT6->LUT6->FDCE,clk_tick,clk_tick,FDCE/C,FDCE/D,0,0,0,0,0,2,3,0,0,0,13%x13%,"1,0",0,2149,2331,0,0,0,0,0,1,-,-,-1.45000,-0.80300,-0.77950,-0.68900,0.02350,0.09050,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
karma,1.265,1.000,1.117,1.000,0.987,1.000,HOLD,0.00000,0.12500,0.125(100%),0.000(0%),0.00000,0.00500,Safely Timed,0,SRLC32E->SRL16E,clk_tick,clk_tick,SRLC32E/CLK,SRL16E/D,0,0,0,0,0,0,0,0,0,0,0%x0%,"0,0",0,1,1,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-0.07900,-0.00400,-15.34200,-0.13000,0.07500,15.21200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3099,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,840,-,-,-,-
karma,1.265,1.000,1.117,1.000,0.987,1.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.000014,0.000017,17.64705882,0,0,0,0,0,0,1,0,-1,0,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
xcku040_dsp_design_001_verilog_swapps_v7,1.000,1.000,1.000,1.000,1.000,1.000,SETUP,10.76200,9.13400,0.184(3%),8.950(97%),-0.51200,0.65100,Safely Timed,1,FDRE->LUT3->DSP_M_DATA,clk_mmcm,clk_mmcm,FDRE/C,DSP_M_DATA/CEM,0,0,0,1,0,2,6,1,0,0,18%x56%,"1,3",0,172,235,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
xcku040_dsp_design_001_verilog_swapps_v7,1.000,1.000,1.000,1.000,1.000,1.000,HOLD,0.00000,0.28100,0.281(100%),0.000(0%),0.29400,-0.01900,Safely Timed,0,DSP_A_B_DATA->DSP_A_B_DATA,clk_mmcm,clk_mmcm,DSP_A_B_DATA/CLK,DSP_A_B_DATA/BCIN[0],0,0,0,0,0,0,0,0,0,0,0%x1%,"0,1",0,1,1,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
xcku040_dsp_design_001_verilog_swapps_v7,1.000,1.000,1.000,1.000,1.000,1.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ixia_Reefport_ORG_TIMING,0.821,1.000,0.719,1.000,0.724,1.000,SETUP,5.00000,2.77900,0.989(36%),1.790(64%),-0.08300,1.91900,Safely Timed,6,FDRE->LUT2->CARRY8->CARRY8->LUT6->LUT6->LUT6->DSP_C_DATA,TxTop,TxTop,FDRE/C,DSP_C_DATA/C[30],0,0,0,0,0,0,3,0,0,0,5%x1%,"0,0",0,124,136,0,0,0,0,0,0,-,-,1.74100,1.70700,1.69620,1.89800,-0.01080,0.20180,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
